port,timestamp,value,unit
port_5,2024-06-13T22:39:37.609426,28.865966796875,0
port_5,2024-06-13T22:39:37.626404,28.865966796875,0
port_2,2024-06-13T22:39:37.609426,28.865966796875,0
port_2,2024-06-13T22:39:37.634444,28.865966796875,0
port_2,2024-06-13T22:39:37.639124,28.865966796875,0
port_7,2024-06-13T22:39:37.614538,28.819580078125,0
port_7,2024-06-13T22:39:37.657240,28.6572265625,0
port_6,2024-06-13T22:39:37.614538,28.819580078125,0
port_6,2024-06-13T22:39:37.666323,28.70361328125,0
port_6,2024-06-13T22:39:37.670729,28.819580078125,0
port_2,2024-06-13T22:39:37.644081,28.8427734375,0
port_3,2024-06-13T22:39:37.609426,1.2509765625,0
port_3,2024-06-13T22:39:37.681003,1.25146484375,0
port_5,2024-06-13T22:39:37.631694,28.79638671875,0
port_5,2024-06-13T22:39:37.707781,28.79638671875,0
port_5,2024-06-13T22:39:37.713062,28.819580078125,0
port_5,2024-06-13T22:39:37.718129,28.70361328125,0
port_5,2024-06-13T22:39:37.720825,28.865966796875,0
port_8,2024-06-13T22:39:37.614538,28.773193359375,0
port_3,2024-06-13T22:39:37.685307,1.250244140625,0
port_3,2024-06-13T22:39:37.732018,1.25,0
port_3,2024-06-13T22:39:37.734745,1.25146484375,0
port_3,2024-06-13T22:39:37.738529,1.25048828125,0
port_3,2024-06-13T22:39:37.741488,1.251220703125,0
port_3,2024-06-13T22:39:37.762065,1.2509765625,0
port_3,2024-06-13T22:39:37.767015,1.25,0
port_3,2024-06-13T22:39:37.771406,1.24951171875,0
port_5,2024-06-13T22:39:37.725063,28.865966796875,0
port_3,2024-06-13T22:39:37.777606,1.25048828125,0
port_3,2024-06-13T22:39:37.784711,1.25048828125,0
port_7,2024-06-13T22:39:37.662417,28.680419921875,0
port_8,2024-06-13T22:39:37.728156,28.6572265625,0
port_8,2024-06-13T22:39:37.822956,28.819580078125,0
port_8,2024-06-13T22:39:37.828109,28.88916015625,0
port_8,2024-06-13T22:39:37.832174,28.865966796875,0
port_8,2024-06-13T22:39:37.836927,28.88916015625,0
port_6,2024-06-13T22:39:37.673739,28.88916015625,0
port_6,2024-06-13T22:39:37.858962,28.6572265625,0
port_6,2024-06-13T22:39:37.864201,28.680419921875,0
port_3,2024-06-13T22:39:37.791821,1.25146484375,0
port_3,2024-06-13T22:39:37.871930,1.25146484375,0
port_3,2024-06-13T22:39:37.875671,1.2509765625,0
port_3,2024-06-13T22:39:37.881536,1.250244140625,0
port_5,2024-06-13T22:39:37.780737,28.865966796875,0
port_5,2024-06-13T22:39:37.892814,28.865966796875,0
port_5,2024-06-13T22:39:37.896659,28.75,0
port_5,2024-06-13T22:39:37.898942,28.865966796875,0
port_5,2024-06-13T22:39:37.903612,28.6572265625,0
port_8,2024-06-13T22:39:37.840482,28.8427734375,0
port_5,2024-06-13T22:39:37.908005,28.8427734375,0
port_5,2024-06-13T22:39:37.913801,28.6572265625,0
port_5,2024-06-13T22:39:37.917642,28.79638671875,0
port_5,2024-06-13T22:39:37.920780,28.865966796875,0
port_7,2024-06-13T22:39:37.807991,28.70361328125,0
port_8,2024-06-13T22:39:37.911629,28.865966796875,0
port_8,2024-06-13T22:39:37.943870,28.8427734375,0
port_8,2024-06-13T22:39:37.947516,28.88916015625,0
port_8,2024-06-13T22:39:37.950929,28.75,0
port_6,2024-06-13T22:39:37.869227,28.726806640625,0
port_6,2024-06-13T22:39:37.958014,28.680419921875,0
port_3,2024-06-13T22:39:37.885502,1.2509765625,0
port_3,2024-06-13T22:39:37.967513,1.25146484375,0
port_3,2024-06-13T22:39:37.970688,1.25048828125,0
port_7,2024-06-13T22:39:37.928604,28.865966796875,0
port_5,2024-06-13T22:39:37.925548,28.726806640625,0
port_5,2024-06-13T22:39:37.980414,28.79638671875,0
port_5,2024-06-13T22:39:37.983815,28.680419921875,0
port_5,2024-06-13T22:39:37.987809,28.680419921875,0
port_8,2024-06-13T22:39:37.955096,28.819580078125,0
port_8,2024-06-13T22:39:37.994549,28.865966796875,0
port_8,2024-06-13T22:39:37.997952,28.6572265625,0
port_8,2024-06-13T22:39:38.001369,28.680419921875,0
port_8,2024-06-13T22:39:38.004369,28.88916015625,0
port_3,2024-06-13T22:39:37.974690,1.2509765625,0
port_7,2024-06-13T22:39:37.977455,28.865966796875,0
port_7,2024-06-13T22:39:38.027840,28.8427734375,0
port_7,2024-06-13T22:39:38.031175,28.865966796875,0
port_7,2024-06-13T22:39:38.035167,28.8427734375,0
port_6,2024-06-13T22:39:37.963521,28.75,0
port_8,2024-06-13T22:39:38.009027,28.680419921875,0
port_8,2024-06-13T22:39:38.047376,28.70361328125,0
port_8,2024-06-13T22:39:38.051155,28.865966796875,0
port_8,2024-06-13T22:39:38.055260,28.88916015625,0
port_8,2024-06-13T22:39:38.060141,28.819580078125,0
port_8,2024-06-13T22:39:38.063130,28.88916015625,0
port_8,2024-06-13T22:39:38.067478,28.79638671875,0
port_8,2024-06-13T22:39:38.070490,28.680419921875,0
port_3,2024-06-13T22:39:38.011040,1.25146484375,0
port_6,2024-06-13T22:39:38.043033,28.70361328125,0
port_6,2024-06-13T22:39:38.093328,28.819580078125,0
port_6,2024-06-13T22:39:38.097694,28.726806640625,0
port_6,2024-06-13T22:39:38.101368,28.726806640625,0
port_6,2024-06-13T22:39:38.105427,28.79638671875,0
port_8,2024-06-13T22:39:38.075301,28.75,0
port_6,2024-06-13T22:39:38.109684,28.819580078125,0
port_3,2024-06-13T22:39:38.077804,1.2509765625,0
port_5,2024-06-13T22:39:37.991792,28.865966796875,0
port_5,2024-06-13T22:39:38.145539,28.680419921875,0
port_7,2024-06-13T22:39:38.039333,28.773193359375,0
port_7,2024-06-13T22:39:38.175086,28.88916015625,0
port_7,2024-06-13T22:39:38.180210,28.6572265625,0
port_7,2024-06-13T22:39:38.185174,28.773193359375,0
port_3,2024-06-13T22:39:38.141299,1.2509765625,0
port_7,2024-06-13T22:39:38.188337,28.79638671875,0
port_8,2024-06-13T22:39:38.112733,28.680419921875,0
port_8,2024-06-13T22:39:38.205372,28.79638671875,0
port_8,2024-06-13T22:39:38.210392,28.865966796875,0
port_8,2024-06-13T22:39:38.216450,28.773193359375,0
port_8,2024-06-13T22:39:38.221797,28.726806640625,0
port_8,2024-06-13T22:39:38.226347,28.865966796875,0
port_8,2024-06-13T22:39:38.229520,28.79638671875,0
port_8,2024-06-13T22:39:38.235667,28.75,0
port_8,2024-06-13T22:39:38.240278,28.773193359375,0
port_8,2024-06-13T22:39:38.244268,28.6572265625,0
port_8,2024-06-13T22:39:38.249329,28.865966796875,0
port_8,2024-06-13T22:39:38.253222,28.773193359375,0
port_7,2024-06-13T22:39:38.194742,28.726806640625,0
port_7,2024-06-13T22:39:38.278018,28.680419921875,0
port_7,2024-06-13T22:39:38.282642,28.726806640625,0
port_7,2024-06-13T22:39:38.286110,28.773193359375,0
port_3,2024-06-13T22:39:38.192720,1.25048828125,0
port_3,2024-06-13T22:39:38.332980,1.25048828125,0
port_3,2024-06-13T22:39:38.338067,1.25,0
port_5,2024-06-13T22:39:38.150656,28.75,0
port_5,2024-06-13T22:39:38.346626,28.680419921875,0
port_5,2024-06-13T22:39:38.351532,28.865966796875,0
port_5,2024-06-13T22:39:38.355649,28.88916015625,0
port_5,2024-06-13T22:39:38.360785,28.726806640625,0
port_5,2024-06-13T22:39:38.364434,28.865966796875,0
port_5,2024-06-13T22:39:38.368690,28.70361328125,0
port_7,2024-06-13T22:39:38.325013,28.88916015625,0
port_5,2024-06-13T22:39:38.372971,28.680419921875,0
port_3,2024-06-13T22:39:38.342297,1.25146484375,0
port_3,2024-06-13T22:39:38.393713,1.24951171875,0
port_3,2024-06-13T22:39:38.397338,1.2509765625,0
port_3,2024-06-13T22:39:38.401228,1.251220703125,0
port_8,2024-06-13T22:39:38.258472,28.726806640625,0
port_7,2024-06-13T22:39:38.376872,28.865966796875,0
port_7,2024-06-13T22:39:38.412579,28.819580078125,0
port_7,2024-06-13T22:39:38.416413,28.75,0
port_7,2024-06-13T22:39:38.421452,28.773193359375,0
port_7,2024-06-13T22:39:38.425478,28.70361328125,0
port_5,2024-06-13T22:39:38.379630,28.88916015625,0
port_5,2024-06-13T22:39:38.431690,28.8427734375,0
port_5,2024-06-13T22:39:38.435411,28.726806640625,0
port_5,2024-06-13T22:39:38.438964,28.88916015625,0
port_5,2024-06-13T22:39:38.443475,28.79638671875,0
port_3,2024-06-13T22:39:38.405554,1.2490234375,0
port_3,2024-06-13T22:39:38.474869,1.249267578125,0
port_3,2024-06-13T22:39:38.481259,1.249755859375,0
port_8,2024-06-13T22:39:38.410548,28.865966796875,0
port_5,2024-06-13T22:39:38.447290,28.8427734375,0
port_5,2024-06-13T22:39:38.497291,28.680419921875,0
port_5,2024-06-13T22:39:38.500955,28.680419921875,0
port_5,2024-06-13T22:39:38.505707,28.6572265625,0
port_3,2024-06-13T22:39:38.486053,1.25,0
port_3,2024-06-13T22:39:38.525031,1.25048828125,0
port_3,2024-06-13T22:39:38.529511,1.25146484375,0
port_3,2024-06-13T22:39:38.534471,1.25048828125,0
port_3,2024-06-13T22:39:38.544068,1.2490234375,0
port_3,2024-06-13T22:39:38.547196,1.25,0
port_3,2024-06-13T22:39:38.549454,1.2490234375,0
port_3,2024-06-13T22:39:38.554845,1.250732421875,0
port_3,2024-06-13T22:39:38.590442,1.250732421875,0
port_3,2024-06-13T22:39:38.595813,1.251220703125,0
port_5,2024-06-13T22:39:38.510334,28.865966796875,0
port_5,2024-06-13T22:39:38.607355,28.70361328125,0
port_8,2024-06-13T22:39:38.494686,28.6572265625,0
port_8,2024-06-13T22:39:38.615882,28.819580078125,0
port_8,2024-06-13T22:39:38.620765,28.70361328125,0
port_8,2024-06-13T22:39:38.624089,28.819580078125,0
port_7,2024-06-13T22:39:38.429700,28.819580078125,0
port_7,2024-06-13T22:39:38.631103,28.680419921875,0
port_7,2024-06-13T22:39:38.633804,28.75,0
port_7,2024-06-13T22:39:38.639362,28.6572265625,0
port_7,2024-06-13T22:39:38.642700,28.819580078125,0
port_3,2024-06-13T22:39:38.601792,1.2509765625,0
port_3,2024-06-13T22:39:38.650058,1.2509765625,0
port_3,2024-06-13T22:39:38.654018,1.2490234375,0
port_3,2024-06-13T22:39:38.658884,1.24951171875,0
port_5,2024-06-13T22:39:38.612254,28.70361328125,0
port_5,2024-06-13T22:39:38.666079,28.819580078125,0
port_5,2024-06-13T22:39:38.670341,28.819580078125,0
port_7,2024-06-13T22:39:38.647505,28.88916015625,0
port_7,2024-06-13T22:39:38.694602,28.88916015625,0
port_7,2024-06-13T22:39:38.697817,28.75,0
port_7,2024-06-13T22:39:38.701730,28.819580078125,0
port_8,2024-06-13T22:39:38.627897,28.680419921875,0
port_8,2024-06-13T22:39:38.708716,28.79638671875,0
port_8,2024-06-13T22:39:38.713751,28.726806640625,0
port_8,2024-06-13T22:39:38.716283,28.819580078125,0
port_8,2024-06-13T22:39:38.719747,28.819580078125,0
port_3,2024-06-13T22:39:38.663777,1.24951171875,0
port_3,2024-06-13T22:39:38.743320,1.2490234375,0
port_3,2024-06-13T22:39:38.748244,1.2490234375,0
port_3,2024-06-13T22:39:38.754296,1.2509765625,0
port_2,2024-06-13T22:39:37.677047,28.70361328125,0
port_7,2024-06-13T22:39:38.705552,28.8427734375,0
