port,timestamp,value,unit
port_3,2024-06-18T17:01:55.646084,1023.5,oC
port_3,2024-06-18T17:02:56.928213,1026.0,oC
port_3,2024-06-18T17:03:59.540906,1023.5,oC
port_3,2024-06-18T17:05:02.107148,1023.5,oC
port_3,2024-06-18T17:06:04.695896,1022.5,oC
port_3,2024-06-18T17:07:06.999378,1024.0,oC
port_3,2024-06-18T17:08:08.803357,1022.0,oC
port_3,2024-06-18T17:09:12.570001,1025.5,oC
port_3,2024-06-18T17:10:14.513770,1024.0,oC
port_3,2024-06-18T17:11:17.157465,1025.5,oC
port_3,2024-06-18T17:12:18.951210,1025.0,oC
port_3,2024-06-18T17:13:20.352539,1026.5,oC
port_3,2024-06-18T17:15:08.827716,25.7379150390625,%
port_3,2024-06-18T17:16:08.943501,25.70166015625,%
port_3,2024-06-18T17:17:11.374832,25.774169921875,%
port_3,2024-06-18T17:18:13.433528,25.75,%
port_3,2024-06-18T17:19:15.576350,25.8104248046875,%
port_3,2024-06-18T17:20:18.010168,25.8345947265625,%
port_3,2024-06-18T17:21:22.114733,25.7862548828125,%
port_3,2024-06-18T17:22:23.056159,25.75,%
port_3,2024-06-18T17:23:24.092749,25.8466796875,%
port_1,2024-06-18T17:30:42.732412,25.822509765625,oC
port_1,2024-06-18T17:31:46.254644,25.7137451171875,oC
port_1,2024-06-18T17:32:49.779474,25.7620849609375,oC
port_1,2024-06-18T17:33:52.859007,25.8587646484375,oC
port_1,2024-06-18T17:34:56.206382,25.8104248046875,oC
port_1,2024-06-18T17:36:00.301248,25.7862548828125,oC
port_1,2024-06-18T17:37:01.505339,25.677490234375,oC
port_1,2024-06-18T17:38:06.224516,25.8466796875,oC
port_2,2024-06-18T17:40:34.843657,25.06103515625,oC
