port,timestamp,value,unit
port_1,2024-06-20T11:40:42.593585,28.75,oC
port_1,2024-06-20T11:41:45.558913,28.70361328125,oC
port_2,2024-06-20T11:41:45.053004,28.7847900390625,oC
port_3,2024-06-20T11:42:14.728992,28.8079833984375,%
port_2,2024-06-20T11:42:45.888482,28.7384033203125,oC
port_1,2024-06-20T11:42:47.971889,28.8079833984375,oC
port_3,2024-06-20T11:43:17.343585,28.7615966796875,%
port_2,2024-06-20T11:46:38.293547,28.75,oC
port_2,2024-06-20T11:48:50.500135,28.819580078125,oC
port_2,2024-06-20T11:49:52.686329,28.8427734375,oC
port_2,2024-06-20T11:50:54.315979,28.7152099609375,oC
port_2,2024-06-20T11:51:54.842710,28.7384033203125,oC
port_1,2024-06-20T11:56:21.644939,28.7615966796875,oC
port_1,2024-06-20T11:57:23.582078,28.773193359375,oC
port_1,2024-06-20T11:58:25.963069,28.7384033203125,oC
port_1,2024-06-20T11:59:26.392657,28.7615966796875,oC
port_1,2024-06-20T12:00:28.319917,28.773193359375,oC
port_1,2024-06-20T12:01:30.670921,28.8311767578125,oC
port_1,2024-06-20T12:02:32.716302,28.79638671875,oC
port_1,2024-06-20T12:03:33.795838,28.75,oC
port_1,2024-06-20T12:04:34.379353,28.7847900390625,oC
port_1,2024-06-20T12:05:36.305044,28.75,oC
port_1,2024-06-20T12:06:38.805735,28.7615966796875,oC
port_1,2024-06-20T12:07:40.649664,28.70361328125,oC
port_1,2024-06-20T12:08:41.447721,28.79638671875,oC
port_1,2024-06-20T12:09:42.065593,28.8427734375,oC
port_1,2024-06-20T12:10:42.462821,28.6920166015625,oC
port_1,2024-06-20T12:11:45.308304,28.8543701171875,oC
port_1,2024-06-20T12:12:48.202105,28.7615966796875,oC
port_1,2024-06-20T12:13:53.071713,28.7847900390625,oC
port_1,2024-06-20T12:14:54.471274,28.8079833984375,oC
port_1,2024-06-20T12:15:55.680614,28.819580078125,oC
port_1,2024-06-20T12:16:57.825373,28.819580078125,oC
port_1,2024-06-20T12:17:58.639456,28.75,oC
port_1,2024-06-20T12:19:01.336400,28.79638671875,oC
port_1,2024-06-20T12:20:02.374164,28.7847900390625,oC
port_1,2024-06-20T12:21:04.230867,28.8775634765625,oC
port_1,2024-06-20T12:22:05.771621,28.7847900390625,oC
port_1,2024-06-20T12:23:08.114472,28.773193359375,oC
port_1,2024-06-20T12:24:09.503387,28.7615966796875,oC
port_1,2024-06-20T12:25:12.873821,28.8543701171875,oC
port_1,2024-06-20T12:26:15.956495,28.8775634765625,oC
port_1,2024-06-20T12:27:17.864426,28.79638671875,oC
port_1,2024-06-20T12:28:19.811939,28.7152099609375,oC
port_1,2024-06-20T12:29:19.971305,28.7615966796875,oC
port_1,2024-06-20T12:30:21.006670,28.773193359375,oC
port_1,2024-06-20T12:31:22.973532,28.79638671875,oC
port_1,2024-06-20T12:32:24.217605,28.8079833984375,oC
port_1,2024-06-20T12:33:25.616878,28.75,oC
port_1,2024-06-20T12:34:26.296819,28.8079833984375,oC
port_1,2024-06-20T12:35:26.344612,28.773193359375,oC
port_1,2024-06-20T12:36:26.980344,28.7615966796875,oC
port_1,2024-06-20T12:37:28.191210,28.88916015625,oC
port_1,2024-06-20T12:38:29.316145,28.7615966796875,oC
port_1,2024-06-20T12:39:31.317124,28.79638671875,oC
port_1,2024-06-20T12:40:34.013457,28.726806640625,oC
port_1,2024-06-20T12:41:36.509092,28.8311767578125,oC
port_1,2024-06-20T12:42:36.986238,28.8775634765625,oC
port_1,2024-06-20T12:43:38.258174,28.7615966796875,oC
port_1,2024-06-20T12:44:38.303139,28.7847900390625,oC
port_1,2024-06-20T12:45:41.044340,28.773193359375,oC
port_1,2024-06-20T12:46:42.863513,28.7847900390625,oC
port_1,2024-06-20T12:47:45.582954,28.819580078125,oC
port_1,2024-06-20T12:48:46.492162,28.8311767578125,oC
port_1,2024-06-20T12:49:46.656956,28.79638671875,oC
port_1,2024-06-20T12:50:46.747614,28.79638671875,oC
port_1,2024-06-20T12:51:47.399464,28.70361328125,oC
port_1,2024-06-20T12:52:48.742579,28.7847900390625,oC
port_1,2024-06-20T12:53:50.624814,28.680419921875,oC
port_1,2024-06-20T12:54:51.842513,28.79638671875,oC
port_1,2024-06-20T12:55:52.718182,28.726806640625,oC
port_1,2024-06-20T12:56:53.000595,28.773193359375,oC
port_1,2024-06-20T12:57:55.198380,28.79638671875,oC
port_1,2024-06-20T12:58:56.511920,28.6688232421875,oC
port_1,2024-06-20T12:59:56.593845,28.8427734375,oC
port_1,2024-06-20T13:00:57.358643,28.75,oC
port_1,2024-06-20T13:01:57.549297,28.70361328125,oC
port_1,2024-06-20T13:02:58.253947,28.8079833984375,oC
port_1,2024-06-20T13:04:00.067687,28.726806640625,oC
port_1,2024-06-20T13:05:02.011624,28.7384033203125,oC
port_1,2024-06-20T13:06:04.123332,28.8311767578125,oC
port_1,2024-06-20T13:07:04.304999,28.819580078125,oC
port_1,2024-06-20T13:08:05.557118,28.75,oC
port_1,2024-06-20T13:09:07.769494,28.8079833984375,oC
port_1,2024-06-20T13:10:10.131348,28.773193359375,oC
port_1,2024-06-20T13:11:12.725291,28.8311767578125,oC
port_1,2024-06-20T13:12:15.475853,28.79638671875,oC
port_1,2024-06-20T13:13:17.352954,28.8543701171875,oC
port_1,2024-06-20T13:14:19.634248,28.75,oC
port_1,2024-06-20T13:15:22.279417,28.8427734375,oC
port_1,2024-06-20T13:16:24.110436,28.8775634765625,oC
port_1,2024-06-20T13:17:26.612429,28.726806640625,oC
port_1,2024-06-20T13:18:27.696694,28.7847900390625,oC
port_1,2024-06-20T13:19:30.522135,28.6688232421875,oC
port_1,2024-06-20T13:20:32.342707,28.726806640625,oC
port_1,2024-06-20T13:21:33.234147,28.70361328125,oC
port_1,2024-06-20T13:22:34.791643,28.8079833984375,oC
port_1,2024-06-20T13:23:35.495179,28.6920166015625,oC
port_1,2024-06-20T13:24:38.039224,28.75,oC
port_1,2024-06-20T13:25:38.926843,28.8427734375,oC
port_1,2024-06-20T13:26:40.568881,28.7615966796875,oC
port_1,2024-06-20T13:27:42.332241,28.75,oC
port_1,2024-06-20T13:28:43.898376,28.8543701171875,oC
port_1,2024-06-20T13:29:45.236558,28.8427734375,oC
port_1,2024-06-20T13:30:45.722162,28.726806640625,oC
port_1,2024-06-20T13:31:46.441691,28.7384033203125,oC
port_1,2024-06-20T13:32:46.456075,28.726806640625,oC
port_1,2024-06-20T13:33:47.643372,28.6920166015625,oC
port_1,2024-06-20T13:34:47.749728,28.7615966796875,oC
port_1,2024-06-20T13:35:49.063269,28.8543701171875,oC
port_1,2024-06-20T13:36:50.323386,28.819580078125,oC
port_1,2024-06-20T13:37:52.189025,28.79638671875,oC
port_1,2024-06-20T13:38:54.034367,28.79638671875,oC
port_1,2024-06-20T13:39:56.016051,28.8079833984375,oC
port_1,2024-06-20T13:40:58.996788,28.70361328125,oC
port_1,2024-06-20T13:42:00.046315,28.75,oC
port_1,2024-06-20T13:43:00.191727,28.8427734375,oC
port_1,2024-06-20T13:44:02.094543,28.7615966796875,oC
port_1,2024-06-20T13:45:04.110954,28.8427734375,oC
port_1,2024-06-20T13:46:06.100246,28.7847900390625,oC
port_1,2024-06-20T13:47:07.165297,28.70361328125,oC
port_1,2024-06-20T13:48:10.532637,28.7615966796875,oC
port_1,2024-06-20T13:49:12.991941,28.773193359375,oC
port_1,2024-06-20T13:50:14.557400,28.6920166015625,oC
port_1,2024-06-20T13:51:14.571432,28.819580078125,oC
port_1,2024-06-20T13:52:16.531700,28.8311767578125,oC
port_1,2024-06-20T13:53:17.146339,28.773193359375,oC
port_1,2024-06-20T13:54:18.610447,28.8775634765625,oC
port_1,2024-06-20T13:55:21.242676,28.726806640625,oC
port_1,2024-06-20T13:56:22.674513,28.79638671875,oC
port_1,2024-06-20T13:57:23.702000,28.79638671875,oC
port_1,2024-06-20T13:58:23.815141,28.8543701171875,oC
