0,1716400829.3939772,[1020.93641188],0
0,1716400840.4193466,[1021.04686268],0
0,1716400851.4451654,[1021.63759951],0
0,1716400862.469539,[1021.26900452],0
0,1716400873.4953308,[1021.56950503],0
0,1716400884.5208201,[1021.23717785],0
0,1716400895.5494654,[1021.19012563],0
0,1716400898.9413457,[1022.13345619],0
0,1716400906.576769,[1021.59876834],0
0,1716400909.9831755,[1022.19478939],0
0,1716400917.6014507,[1021.11086467],0
0,1716400921.0110357,[1021.2399015],0
0,1716400928.6411552,[1021.02395987],0
0,1716400932.0370405,[1021.3892967],0
0,1716400939.666557,[1021.94443965],0
0,1716400943.0802557,[1021.3362082],0
0,1716400950.6891525,[1021.76180859],0
0,1716400954.1162302,[1021.77003091],0
0,1716400961.7270346,[1021.28911439],0
0,1716400965.1412015,[1021.61459845],0
0,1716400972.7501822,[1022.05943125],0
0,1716400976.1638765,[1021.90640172],0
0,1716400983.774052,[1021.58487139],0
0,1716400987.1831777,[1021.59582383],0
0,1716400994.802929,[1021.85956333],0
0,1716400998.2084575,[1021.3975172],0
0,1716401005.8293989,[1022.002376],0
0,1716401009.2369232,[1021.59486458],0
0,1716401016.8569336,[1021.213031],0
0,1716401020.2579575,[1021.04929662],0
0,1716401027.929161,[1020.99930334],0
0,1716401031.310632,[1021.57689312],0
0,1716401038.9539614,[1021.48551853],0
0,1716401042.3365784,[1021.25848023],0
0,1716401049.976789,[1021.2654464],0
0,1716401053.3618364,[1021.41910663],0
0,1716401054.1218545,[1021.21869858],0
0,1716401061.0055926,[1021.70471339],0
0,1716482157.4725819,[1021.3776907],0
0,1716482168.5152967,[1022.10381425],0
0,1716482179.5462286,[1021.04459133],0
0,1716482190.5688512,[1021.6382252],0
0,1716482201.5950496,[1021.77023028],0
0,1716482212.6272855,[1021.15417391],0
0,1716482223.6533892,[1020.96571381],0
0,1716482234.6799548,[1021.53882402],0
0,1716482245.7113135,[1021.2808039],0
0,1716482256.747913,[1021.85166537],0
0,1716482267.786305,[1020.87121295],0
0,1716482278.8169796,[1021.12295055],0
0,1716482289.8587425,[1021.97820488],0
0,1716482300.8944619,[1021.20638468],0
0,1716482338.7864485,[1021.95027978],0
0,1716482349.812513,[1021.3432379],0
0,1716482360.8413444,[1021.54745871],0
0,1716482371.869465,[1021.64777339],0
0,1716482382.896501,[1021.96944461],0
0,1716482393.9263275,[1021.99121916],0
0,1716482404.9554112,[1021.51582932],0
0,1716482415.9887366,[1021.43697015],0
0,1716482427.0203493,[1021.63039016],0
0,1716482438.056417,[1021.47545153],0
0,1716482449.0844147,[1021.18592098],0
0,1716482460.1232977,[1021.01859557],0
0,1716482471.147421,[1022.13443634],0
0,1716482482.1737547,[1022.42806687],0
0,1716482493.1997075,[1021.02851472],0
0,1716482504.2255266,[1021.50873539],0
0,1716482515.2547426,[1021.53721037],0
0,1716482526.2798326,[1022.00028069],0
0,1716482537.306325,[1021.60516065],0
0,1716482548.3500788,[1020.98009565],0
0,1716482559.374448,[1020.90050345],0
0,1716482570.3999498,[1020.92194713],0
0,1716482581.428975,[1021.66724136],0
0,1716482592.4562902,[1020.99628196],0
0,1716482603.478403,[1021.65981448],0
0,1716482614.5041232,[1021.60390431],0
0,1716482625.533142,[1021.0362267],0
0,1716482636.5577164,[1021.09372952],0
0,1716482647.5835676,[1021.69261213],0
0,1716482658.609563,[1021.61565664],0
0,1716482669.6348343,[1021.99700364],0
0,1716482680.6609354,[1021.53241829],0
0,1716482691.6830027,[1021.31184444],0
0,1716482702.7082908,[1021.17420045],0
0,1716482713.731511,[1021.50516255],0
0,1716482724.759087,[1021.43800222],0
0,1716482735.7891579,[1021.5173784],0
0,1716482746.817783,[1021.56404881],0
0,1716482757.84721,[1021.50110654],0
0,1716482768.8737664,[1021.97543371],0
0,1716482779.8996532,[1021.51512958],0
0,1716482790.9284956,[1021.86382065],0
0,1716482801.9580116,[1020.92843117],0
0,1716482812.9828749,[1021.34999518],0
0,1716482824.0104604,[1021.46625163],0
0,1716482835.0696268,[1021.08682326],0
0,1716482846.1005409,[1021.07834468],0
0,1716482857.129624,[1021.48142243],0
0,1716482868.1891403,[1021.26652411],0
0,1716482879.219452,[1021.8355655],0
0,1716482890.2901025,[1021.49519087],0
0,1716482901.3627765,[1021.49063302],0
0,1716482912.3846114,[1020.67205109],0
0,1716482923.4108884,[1022.14078046],0
0,1716482934.4389782,[1021.70539952],0
0,1716482945.4598718,[1021.4366232],0
0,1716482956.4861727,[1021.5746791],0
0,1716482967.5143006,[1021.79812561],0
0,1716482978.5370376,[1021.55684438],0
0,1716482989.5568867,[1021.55192961],0
0,1716483000.578373,[1021.32130714],0
0,1716483011.6040487,[1021.16829516],0
0,1716483022.6327887,[1021.26110697],0
0,1716483033.65826,[1022.13021274],0
0,1716483044.7263114,[1021.93539615],0
0,1716483055.7548642,[1022.02191494],0
0,1716483066.7824013,[1021.50885514],0
0,1716483077.8255394,[1021.57030158],0
0,1716483088.8633125,[1021.07161738],0
0,1716483099.8894541,[1021.32839707],0
0,1716483110.9190018,[1021.75759034],0
0,1716483121.988882,[1020.96629347],0
0,1716483157.6601477,[1021.57371228],0
0,1716483168.7044346,[1021.60085452],0
0,1716483179.7317162,[1020.65523816],0
0,1716483190.761155,[1021.21535641],0
0,1716483201.7890234,[1021.61407678],0
0,1716483212.811776,[1020.67482304],0
0,1716483223.8335938,[1021.18499675],0
0,1716483234.8592718,[1021.46462773],0
0,1716483245.8848212,[1021.10950682],0
