Temperature2,1716401038.629065,1021.3319828509218,oC
Temperature2,1716401043.1862535,1018.10371971789,oC
Temperature2,1716401053.7172043,1020.9814164946583,oC
Temperature2,1716482333.2981155,1021.0245541935866,oC
Temperature2,1716482343.8362262,1021.0979997618014,oC
Temperature2,1716482354.3754206,1021.9515275251055,oC
Temperature2,1716482364.9132385,1022.2553086557418,oC
Temperature2,1716482375.4498367,1021.472422779767,oC
Temperature2,1716482385.9796777,1021.530569396135,oC
Temperature2,1716482396.5102606,1022.1724456656802,oC
Temperature2,1716482407.0474598,1021.8206185248561,oC
Temperature2,1716482417.5787108,1021.1547062458187,oC
Temperature2,1716482428.1148171,1021.7603278332683,oC
Temperature2,1716482438.6482599,1021.557665185067,oC
Temperature2,1716482449.1859243,1021.2707713792638,oC
Temperature2,1716482459.7189984,1020.8784937528567,oC
Temperature2,1716482470.25049,1021.9951448231539,oC
Temperature2,1716482480.7805772,1022.4014403701159,oC
Temperature2,1716482491.3191311,1021.0153392654142,oC
Temperature2,1716482501.8529553,1021.4261732164632,oC
Temperature2,1716482512.3882878,1021.5435609262663,oC
Temperature2,1716482522.9166937,1021.6006913786949,oC
Temperature2,1716482533.4521065,1022.0112026675945,oC
Temperature2,1716482543.981271,1021.3769886185981,oC
Temperature2,1716482554.5128381,1021.1099003943073,oC
Temperature2,1716482565.0426822,1021.7987137294313,oC
Temperature2,1716482575.5729737,1021.0616014236875,oC
Temperature2,1716482586.1009302,1021.6883870874371,oC
Temperature2,1716482596.629246,1021.7079900099686,oC
Temperature2,1716482607.159125,1021.4551730664466,oC
Temperature2,1716482617.6903598,1020.9044657569216,oC
Temperature2,1716482628.2209642,1021.2122783467701,oC
Temperature2,1716482638.7478242,1021.025309333768,oC
Temperature2,1716482649.275842,1021.6071207011311,oC
Temperature2,1716482659.8047633,1021.2855851392686,oC
Temperature2,1716482670.3321674,1022.0289661278359,oC
Temperature2,1716482680.8581932,1021.7509323353897,oC
Temperature2,1716482691.3837807,1021.6334388324672,oC
Temperature2,1716482701.912044,1021.4343251747257,oC
Temperature2,1716482712.4358304,1021.5070734935532,oC
Temperature2,1716482722.9689245,1021.5072414329616,oC
Temperature2,1716482733.499235,1021.3222077018395,oC
Temperature2,1716482744.0368404,1022.1328320218436,oC
Temperature2,1716482754.5723019,1021.3964298189433,oC
Temperature2,1716482765.1059642,1022.2006722384633,oC
Temperature2,1716482775.6325614,1021.3261863809776,oC
Temperature2,1716482786.165728,1021.4490300976763,oC
Temperature2,1716482796.699725,1021.0614452749146,oC
Temperature2,1716482807.2353802,1022.0966348152074,oC
Temperature2,1716482817.768385,1021.2817939118469,oC
Temperature2,1716482828.2950628,1021.1538825766154,oC
Temperature2,1716482838.8289404,1021.8256787368389,oC
Temperature2,1716482849.359442,1021.7000252807826,oC
Temperature2,1716482859.892954,1021.6716574159323,oC
Temperature2,1716482870.428409,1021.6939186641554,oC
Temperature2,1716482880.955452,1020.9977354006587,oC
Temperature2,1716482891.5040793,1021.466731245266,oC
Temperature2,1716482902.0240698,1021.4346243243197,oC
Temperature2,1716482912.5476818,1020.9238967291167,oC
Temperature2,1716482923.0780203,1022.0749898011122,oC
Temperature2,1716482933.6017635,1021.7724602907767,oC
Temperature2,1716482944.1273184,1021.5982419901148,oC
Temperature2,1716482954.6528158,1021.8836267567017,oC
Temperature2,1716482965.183037,1021.9556898522117,oC
Temperature2,1716482975.7088869,1021.0927153690543,oC
Temperature2,1716482986.2388928,1021.3357911094702,oC
Temperature2,1716482996.7694428,1020.9634066094737,oC
Temperature2,1716483007.2962523,1022.1242941980572,oC
Temperature2,1716483017.8397624,1021.6831056230964,oC
Temperature2,1716483028.3706589,1021.3348468719671,oC
Temperature2,1716483038.9015121,1021.520069134627,oC
Temperature2,1716483049.427181,1022.2016663125198,oC
Temperature2,1716483059.9559987,1021.4374525392532,oC
Temperature2,1716483070.4877157,1020.9779218280363,oC
Temperature2,1716483081.0396626,1022.1379818575897,oC
Temperature2,1716483091.5729103,1021.5069450873254,oC
Temperature2,1716483102.1076217,1021.3463465803956,oC
Temperature2,1716483112.6386938,1021.4993878440687,oC
Temperature2,1716483123.1922746,1021.4684254987496,oC
