0,1716483977.4090166,[1020.8381301],0
0,1716483988.4326875,[1020.84721271],0
0,1716483999.4595456,[1021.81391911],0
0,1716484010.483744,[1021.52416296],0
0,1716484021.506691,[1020.98087067],0
0,1716484032.5283372,[1022.36772158],0
0,1716484043.5575771,[1021.79369786],0
0,1716484054.579971,[1021.79815068],0
0,1716484065.6006546,[1021.89328753],0
0,1716484076.6393764,[1020.89138614],0
0,1716484087.66672,[1021.65436214],0
0,1716484098.6934693,[1021.81097733],0
0,1716484109.7215073,[1021.81298067],0
0,1716484120.7509322,[1021.81312977],0
0,1716484131.7772062,[1021.62824763],0
0,1716484142.8041787,[1021.8565658],0
0,1716484153.8246417,[1022.29098437],0
0,1716484164.8532193,[1021.01354268],0
0,1716484175.8770115,[1021.26539483],0
0,1716484186.9245741,[1021.84509822],0
0,1716484197.946783,[1021.16599924],0
0,1716484208.973511,[1021.63623894],0
0,1716484219.9966614,[1021.28763841],0
0,1716484231.023627,[1021.58818468],0
0,1716484242.0483625,[1022.05715886],0
0,1716484253.0749116,[1022.12935777],0
0,1716484264.09745,[1022.1553298],0
0,1716484275.1239965,[1021.68529334],0
0,1716484286.1482534,[1021.41749335],0
0,1716484297.1680384,[1021.55748006],0
0,1716484308.1942475,[1021.58014559],0
0,1716484319.2349489,[1021.07559834],0
0,1716484330.2629113,[1021.90615255],0
0,1716484341.2877538,[1021.3957507],0
0,1716484352.3150723,[1022.32901269],0
0,1716484363.3388283,[1021.67540027],0
0,1716484374.3661819,[1021.79451466],0
0,1716484385.392018,[1021.79834447],0
0,1716484396.4194973,[1021.65706656],0
0,1716484407.44577,[1022.02296179],0
0,1716484418.4693806,[1022.14174369],0
0,1716484429.4964795,[1021.53304907],0
0,1716484440.5217984,[1020.64146704],0
0,1716484451.5479898,[1021.37363417],0
0,1716484462.5711782,[1020.76376221],0
0,1716484473.5950377,[1021.05828211],0
0,1716484484.6212316,[1022.05210381],0
0,1716484495.6480622,[1021.55429199],0
0,1716484506.6725645,[1021.49108085],0
0,1716484517.7043066,[1021.146178],0
0,1716484528.7342458,[1021.50726754],0
0,1716484539.762782,[1021.88458593],0
0,1716484550.7887125,[1020.65971708],0
0,1716484561.8148584,[1020.71806423],0
0,1716484572.8392153,[1021.35882774],0
0,1716484583.8691473,[1021.13701748],0
0,1716484594.8923564,[1021.75818434],0
0,1716484605.927376,[1021.34297659],0
0,1716484616.9622452,[1021.90979265],0
0,1716484627.9875495,[1021.43880043],0
0,1716484639.0209503,[1021.4751127],0
