Temperature,1716483972.4626598,1021.8482043093095,oC
Temperature,1716483982.9904332,1021.3327269506791,oC
Temperature,1716483993.5232284,1021.3665103439503,oC
Temperature,1716484004.0548265,1021.5427186288075,oC
Temperature,1716484014.5824814,1021.8834653563906,oC
Temperature,1716484025.143782,1021.1488613233264,oC
Temperature,1716484035.677683,1021.3591879473033,oC
Temperature,1716484046.205794,1021.2094167599289,oC
Temperature,1716484056.7387426,1021.6483467213118,oC
Temperature,1716484067.2654784,1021.528763208775,oC
Temperature,1716484077.7966237,1020.9578885426738,oC
Temperature,1716484088.336364,1020.9981670674167,oC
Temperature,1716484098.8668363,1022.0343910300901,oC
Temperature,1716484109.391273,1022.0354581528992,oC
Temperature,1716484119.915812,1021.4500290154211,oC
Temperature,1716484130.4437432,1021.4906411772452,oC
Temperature,1716484140.9696589,1021.4903048144417,oC
Temperature,1716484151.497845,1021.6377400074316,oC
Temperature,1716484162.0269613,1021.4607037956298,oC
Temperature,1716484172.5561666,1021.3029758041628,oC
Temperature,1716484183.1100168,1021.55201831835,oC
Temperature,1716484193.6449647,1021.7396521059113,oC
Temperature,1716484204.1710863,1021.7088585582927,oC
Temperature,1716484214.7557821,1021.2587670338307,oC
Temperature,1716484225.2870817,1021.5498847280962,oC
Temperature,1716484235.8146143,1021.5624430118323,oC
Temperature,1716484246.3443282,1021.3968935175928,oC
Temperature,1716484256.8730688,1021.9549814715438,oC
Temperature,1716484267.3978717,1021.9639881082685,oC
Temperature,1716484277.9262657,1021.897979363217,oC
Temperature,1716484288.4524388,1021.9372770646733,oC
Temperature,1716484298.9728973,1022.3021667047134,oC
Temperature,1716484309.4989245,1021.8285782524626,oC
Temperature,1716484320.023365,1021.3060529553834,oC
Temperature,1716484330.5461004,1021.9941777909329,oC
Temperature,1716484341.073649,1021.2442463831196,oC
Temperature,1716484351.6005902,1021.9572001432982,oC
Temperature,1716484362.1299503,1021.7403257742419,oC
Temperature,1716484372.6589298,1021.9414403433743,oC
Temperature,1716484383.1844213,1021.564875855621,oC
Temperature,1716484393.7163508,1021.4754626662832,oC
Temperature,1716484404.244673,1022.1830318281188,oC
Temperature,1716484414.7762315,1021.5695345887416,oC
Temperature,1716484425.2987568,1021.195784488029,oC
Temperature,1716484435.829132,1021.4173364408551,oC
Temperature,1716484446.3570433,1021.9413262509736,oC
Temperature,1716484456.8875582,1021.2974777043282,oC
Temperature,1716484467.4169974,1021.5935613087984,oC
Temperature,1716484477.9468246,1021.627647374288,oC
Temperature,1716484488.474683,1022.2421786526384,oC
Temperature,1716484498.9978135,1021.9622271701734,oC
Temperature,1716484509.5219615,1021.0314961507517,oC
Temperature,1716484520.0423894,1021.5520192849169,oC
Temperature,1716484530.5707273,1021.6046154389933,oC
Temperature,1716484541.0994983,1021.7954087119106,oC
Temperature,1716484551.6311164,1020.7109636210782,oC
Temperature,1716484562.1585388,1020.8444834154616,oC
Temperature,1716484572.6933382,1021.3883093084708,oC
Temperature,1716484583.222343,1021.5292794059494,oC
Temperature,1716484593.7537549,1021.2985185550115,oC
Temperature,1716484604.2803347,1021.2880181218038,oC
Temperature,1716484614.8111327,1021.274520626388,oC
Temperature,1716484625.3369057,1020.9566352700951,oC
Temperature,1716484635.8997216,1021.4460751981196,oC
