0,1716995740.6128218,10,0
0,1716995751.6350615,10,0
0,1716995762.6600106,10,0
0,1716995773.693124,10,0
0,1716995784.7605956,10,0
0,1716995795.8036973,10,0
0,1716995806.8451016,10,0
0,1716995817.881253,10,0
0,1716995828.903732,10,0
0,1716995839.9277809,10,0
0,1716995850.9541142,10,0
0,1716995861.9849174,10,0
0,1716995873.022544,10,0
0,1716995884.051922,10,0
0,1716995895.1027339,10,0
0,1716995906.125172,10,0
0,1716995917.150738,10,0
0,1716995928.2081702,10,0
0,1716996066.595564,10,0
0,1716996077.6219656,10,0
0,1716996088.643333,10,0
0,1716996099.6715267,10,0
0,1716996110.6962368,10,0
0,1716996121.7227776,10,0
0,1716996132.7484815,10,0
0,1716996143.7748852,10,0
0,1716996154.7948482,10,0
0,1716996165.8218887,10,0
0,1716996200.336266,10,0
0,1716996211.3736937,10,0
0,1716996222.3989189,10,0
0,1716996233.4253702,10,0
0,1716996244.4565425,10,0
0,1716996255.480195,10,0
0,1716996266.5095973,10,0
0,1716996277.560698,10,0
0,1716996288.5891085,10,0
0,1716996299.6153867,10,0
0,1716996310.6450684,10,0
0,1716996321.6855776,10,0
0,1716996332.7071915,10,0
0,1716996343.7279656,10,0
0,1716996354.75689,10,0
0,1716996365.7782567,10,0
0,1716996376.7986102,10,0
0,1716996387.8373694,10,0
0,1716996398.890346,10,0
0,1716996409.910708,10,0
0,1716996420.933991,10,0
0,1716996431.9610882,10,0
0,1716996442.98571,10,0
0,1716996454.0106466,10,0
0,1716996465.0351093,10,0
0,1716996476.0589437,10,0
0,1716996487.0800302,10,0
0,1716996498.1042643,10,0
0,1716996509.1249952,10,0
0,1716996520.1506746,10,0
0,1716996531.1736662,10,0
0,1716996542.213478,10,0
0,1716996553.239413,10,0
0,1716996564.2654736,10,0
0,1716996575.293397,10,0
0,1716996586.3307617,10,0
0,1716996597.3543968,10,0
0,1716996608.3808293,10,0
0,1716996619.4083307,10,0
0,1716996630.4315252,10,0
0,1716996699.62218,10,0
0,1716996710.646574,10,0
0,1716996721.6713016,10,0
0,1716996732.6965842,10,0
0,1716996743.72473,10,0
0,1716996754.753533,10,0
0,1716996765.7795372,10,0
0,1716996776.8049147,10,0
0,1716996787.833333,10,0
0,1716996798.8608098,10,0
0,1716996809.8855984,10,0
0,1716996820.9168842,10,0
0,1716996831.9425707,10,0
0,1716997246.5679946,10,0
0,1716997257.590642,10,0
0,1716997268.616566,10,0
0,1716997279.6413336,10,0
0,1716997289.1553245,10,0
0,1716997290.6683989,10,0
0,1716997300.1806338,10,0
0,1716997301.6936674,10,0
0,1716997312.7211933,10,0
0,1716997322.236899,10,0
0,1716997323.7505496,10,0
0,1716997333.2682996,10,0
0,1716997334.7787812,10,0
0,1716997344.2967,10,0
0,1716997345.8033543,10,0
0,1716997355.3271604,10,0
0,1716997356.8597834,10,0
0,1716997366.350748,10,0
0,1716997367.881839,10,0
0,1716997377.3763268,10,0
0,1716997378.9063776,10,0
0,1716997388.4023058,10,0
0,1716997389.926639,10,0
0,1716997399.4246602,10,0
0,1716997400.9470456,10,0
0,1716997410.4520504,10,0
0,1716997411.9787846,10,0
0,1716997421.4797761,10,0
0,1716997423.0014794,10,0
0,1716997432.5052526,10,0
0,1716997434.0266197,10,0
0,1716997443.5288613,10,0
0,1716997445.0626838,10,0
0,1716997454.558239,10,0
0,1716997456.095873,10,0
0,1716997465.5798326,10,0
0,1716997467.1184769,10,0
0,1716997476.6066468,10,0
0,1716997478.1446118,10,0
0,1716997487.6307552,10,0
0,1716997489.1695998,10,0
0,1716997498.6567419,10,0
0,1716997500.1944,10,0
0,1716997509.6818378,10,0
0,1716997511.218385,10,0
0,1716997520.7067692,10,0
0,1716997522.242936,10,0
0,1716997531.7293403,10,0
0,1716997533.26638,10,0
0,1716997542.781518,10,0
0,1716997544.2901642,10,0
0,1716997553.8055158,10,0
0,1716997555.3140635,10,0
0,1716997564.8295298,10,0
0,1716997566.3376927,10,0
0,1716997575.8537881,10,0
0,1716997577.362854,10,0
0,1716997586.8791523,10,0
0,1716997588.3874054,10,0
0,1716997597.9018826,10,0
0,1716997599.4086344,10,0
0,1716997608.926857,10,0
0,1716997610.4339278,10,0
0,1716997619.9513345,10,0
0,1716997621.4605238,10,0
0,1716997630.9780512,10,0
0,1716997632.4878707,10,0
0,1716997642.0022168,10,0
0,1716997643.5136366,10,0
0,1716997653.047918,10,0
0,1716997654.54077,10,0
0,1716997664.07175,10,0
0,1716997665.5649066,10,0
0,1716997675.0931368,10,0
0,1716997676.5868104,10,0
0,1716997686.1186388,10,0
0,1716997687.6133897,10,0
0,1716997697.1438496,10,0
0,1716997698.641539,10,0
0,1716997708.1696987,10,0
0,1716997709.6682787,10,0
0,1716997719.198074,10,0
0,1716997720.6942067,10,0
0,1716997730.2259808,10,0
0,1716997731.7184808,10,0
0,1716997741.2540293,10,0
0,1716997742.7443407,10,0
0,1716997753.786243,10,0
0,1716997775.8463593,10,0
0,1716997797.9228988,10,0
0,1716997805.557459,10,0
0,1716997808.950016,10,0
0,1716997816.5994303,10,0
0,1716997819.9774694,10,0
0,1716997827.666476,10,0
0,1716997831.0273433,10,0
0,1716997838.692735,10,0
0,1716997842.0622272,10,0
0,1716997849.717376,10,0
0,1716997853.09206,10,0
0,1716997860.7389426,10,0
0,1716997864.11835,10,0
0,1716997871.7655218,10,0
0,1716997875.1821566,10,0
0,1716997882.7920933,10,0
0,1716997886.2083461,10,0
0,1716997893.8195617,10,0
0,1716997897.2349267,10,0
0,1716997904.8486145,10,0
0,1716997908.2605875,10,0
0,1716997915.875467,10,0
0,1716997919.2866728,10,0
0,1716997926.9008949,10,0
0,1716997930.3155286,10,0
0,1716997937.9292808,10,0
0,1716997948.9573092,10,0
0,1716997959.983909,10,0
0,1716997963.433954,10,0
0,1716997971.010984,10,0
0,1716997974.4711604,10,0
0,1716997982.0385838,10,0
0,1716997985.499784,10,0
0,1716997993.067567,10,0
0,1716997996.5331728,10,0
0,1716998004.1023993,10,0
0,1716998007.5600758,10,0
0,1716998015.129519,10,0
0,1716998018.6015167,10,0
0,1716998026.1545188,10,0
0,1716998100.1577213,10,0
0,1716998111.194839,10,0
0,1716998122.221497,10,0
0,1716998133.2463036,10,0
0,1716998144.2719371,10,0
0,1716998155.2994933,10,0
0,1716998166.325443,10,0
0,1716998177.3478818,10,0
0,1716998188.375583,10,0
0,1716998199.4039617,10,0
0,1716998210.4313543,10,0
0,1716998221.4593909,10,0
0,1716998232.4883058,10,0
0,1716998243.5135984,10,0
0,1716998254.5411487,10,0
0,1716998265.5664098,10,0
0,1716998276.6101267,10,0
0,1716998287.6610746,10,0
0,1716998298.682374,10,0
0,1716998309.7074893,10,0
0,1716998320.7323728,10,0
0,1716998331.754849,10,0
0,1716998342.7724316,10,0
