0,1716800122.9097102,[1021.83020751],0
0,1716800133.9360046,[1021.30113297],0
0,1716800144.9640288,[1021.39465385],0
0,1716800155.989735,[1020.57483032],0
0,1716800167.017525,[1021.79731319],0
0,1716800178.0577455,[1020.83673911],0
0,1716800189.0975485,[1021.39908684],0
0,1716800200.1342037,[1021.4365218],0
0,1716800211.1565928,[1021.10935603],0
0,1716800222.199515,[1021.57612107],0
0,1716800233.2283921,[1021.02920656],0
0,1716800262.6367958,[1021.48370817],0
0,1716800273.6814437,[1021.55113536],0
